macro,semantic_key,description,domain,ideological_universe,k,election,case_id,case_label,selector_rule,metric,raw_value,exact_value,display_value,format,source_object,source_file,selector_source_file,selection_group,source_row_count
IdeologySeatWinningTwentyTwentyTwoKOneSummaryMinimalSeatMajorityCoalitions,IdeologySeatWinningTwentyTwentyTwoKOneSummaryMinimalSeatMajorityCoalitions,2022 seat_winning k=1 domain summary: minimal_seat_majority_coalitions (identity),ideological,seat_winning,1,2022,,,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 1); members=nothing",minimal_seat_majority_coalitions,39,,39,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyTwentyTwoKOneSummary,1
IdeologySeatWinningTwentyTwentyTwoKOneSummaryMinimalInversionsWords,IdeologySeatWinningTwentyTwentyTwoKOneSummaryMinimalInversionsWords,2022 seat_winning k=1 domain summary: minimal_inversions (identity),ideological,seat_winning,1,2022,,,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 1); members=nothing",minimal_inversions,12,,twelve,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyTwentyTwoKOneSummary,1
IdeologySeatWinningTwentyTwentyTwoKOneSummaryInvertedMembersMinWords,IdeologySeatWinningTwentyTwentyTwoKOneSummaryInvertedMembersMinWords,2022 seat_winning k=1 domain summary: inverted_members_min (identity),ideological,seat_winning,1,2022,,,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 1); members=nothing",inverted_members_min,7,,seven,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyTwentyTwoKOneSummary,1
IdeologySeatWinningTwentyTwentyTwoKOneSummaryInvertedMembersMaxWords,IdeologySeatWinningTwentyTwentyTwoKOneSummaryInvertedMembersMaxWords,2022 seat_winning k=1 domain summary: inverted_members_max (identity),ideological,seat_winning,1,2022,,,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 1); members=nothing",inverted_members_max,11,,eleven,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyTwentyTwoKOneSummary,1
IdeologySeatWinningTwentyTwentyTwoKOneSummaryInvertedMembersMedianWords,IdeologySeatWinningTwentyTwentyTwoKOneSummaryInvertedMembersMedianWords,2022 seat_winning k=1 domain summary: inverted_members_median (identity),ideological,seat_winning,1,2022,,,"unique; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 1); members=nothing",inverted_members_median,9.0,,nine,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningTwentyTwentyTwoKOneSummary,1
IdeologySeatWinningKZeroTotalsInversionsWords,IdeologySeatWinningKZeroTotalsInversionsWords,seat_winning k=0 totals across elections: minimal_inversions (sum),ideological,seat_winning,0,,,,"aggregate; filters=(ideological_universe = ""seat_winning"", k = 0); members=nothing",minimal_inversions,7,,seven,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningKZeroTotals,3
IdeologySeatWinningKZeroTotalsMajoritiesWords,IdeologySeatWinningKZeroTotalsMajoritiesWords,seat_winning k=0 totals across elections: minimal_seat_majority_coalitions (sum),ideological,seat_winning,0,,,,"aggregate; filters=(ideological_universe = ""seat_winning"", k = 0); members=nothing",minimal_seat_majority_coalitions,20,,twenty,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologySeatWinningKZeroTotals,3
IdeologyAllPartiesKZeroTotalsInversionsWords,IdeologyAllPartiesKZeroTotalsInversionsWords,all_parties k=0 totals across elections: minimal_inversions (sum),ideological,all_parties,0,,,,"aggregate; filters=(ideological_universe = ""all_parties"", k = 0); members=nothing",minimal_inversions,6,,six,words,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologyAllPartiesKZeroTotals,3
IdeologyAllPartiesTwentyFourteenKOneSummaryMinimalInversions,IdeologyAllPartiesTwentyFourteenKOneSummaryMinimalInversions,2014 all_parties k=1 domain summary: minimal_inversions (identity),ideological,all_parties,1,2014,,,"unique; filters=(election = 2014, ideological_universe = ""all_parties"", k = 1); members=nothing",minimal_inversions,43,,43,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologyAllPartiesTwentyFourteenKOneSummary,1
IdeologyAllPartiesTwentyEighteenKOneSummaryMinimalInversions,IdeologyAllPartiesTwentyEighteenKOneSummaryMinimalInversions,2018 all_parties k=1 domain summary: minimal_inversions (identity),ideological,all_parties,1,2018,,,"unique; filters=(election = 2018, ideological_universe = ""all_parties"", k = 1); members=nothing",minimal_inversions,24,,24,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologyAllPartiesTwentyEighteenKOneSummary,1
IdeologyAllPartiesTwentyTwentyTwoKOneSummaryMinimalInversions,IdeologyAllPartiesTwentyTwentyTwoKOneSummaryMinimalInversions,2022 all_parties k=1 domain summary: minimal_inversions (identity),ideological,all_parties,1,2022,,,"unique; filters=(election = 2022, ideological_universe = ""all_parties"", k = 1); members=nothing",minimal_inversions,17,,17,integer,summary,tables/ideological_universe_comparison.csv,tables/ideological_universe_comparison.csv,IdeologyAllPartiesTwentyTwentyTwoKOneSummary,1
IdeologySeatWinningKOneSurvivingConnectedCountWords,IdeologySeatWinningKOneSurvivingConnectedCountWords,Connected minimal majorities still minimal under k=1: count (sum),ideological,seat_winning,1,,PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC; SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL; PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR|PRB|PTC|DC|PSL|NOVO; PSDB|PODE|PPL|PROS|PRP|PR|PRB|PTC|DC|PSL|NOVO|PP|PSC|PATRIOTA|DEM; PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO|PL,,"aggregate; filters=(ideological_universe = ""seat_winning"", k = 1, gap_count = 0, minimal_seat_majority = true); members=nothing",count,6,,six,words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningKOneSurvivingConnected,6
IdeologySeatWinningKZeroAllInversionsCountWords,IdeologySeatWinningKZeroAllInversionsCountWords,"All connected inversions, including nonminimal cases: count (sum)",ideological,seat_winning,0,,PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN; PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC; PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL; SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL; PT|PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB; MDB|PSDB|PSD|PODE|PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO; PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO|PL; PTB|PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO|PL; PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO|PL,,"aggregate; filters=(ideological_universe = ""seat_winning"", k = 0, inversion = true); members=nothing",count,12,,twelve,words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningKZeroAllInversions,12
IdeologySeatWinningKOneNegativeWithinCountWords,IdeologySeatWinningKOneNegativeWithinCountWords,Minimal one-gap inversions with negative within-district component: A_C (count_negative),ideological,seat_winning,1,,PSOL|PT|PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB; PSOL|PCdoB|PT|PDT|PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB; PCdoB|PT|PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PMDB; PCdoB|PT|PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB; PCdoB|PT|PDT|PSB|PPS|PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB; PCdoB|PT|PDT|PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB; PT|PDT|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD; PDT|PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB; PDT|PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB; PDT|PSB|PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB; PDT|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS; PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PRTB|PROS|PRP; PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB|PSD|PSDB|PTN; PSB|PPS|PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN; PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PRTB; PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS; PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS; PSB|PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS; PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PRP|PR; PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PRTB|PROS|PRP|PR|PRB; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PROS|PRP|PR; PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PRTB|PROS|PRP|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL; PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PRP|PR|PRB; PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB; PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP; PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC; PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PROS|PRP|PR|PRB|PTC|PSDC|PSL; PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP|PSC|PEN; SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL; SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL|PP; SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP; PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PTC|PSDC|PSL|PP; PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL|PP|PSC; PMN|PHS|PMDB|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP|PSC; PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PSC|PEN; PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL|PP|PSC|PEN; PHS|PMDB|PSD|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP|PSC|PEN|DEM; PMDB|PSD|PSDB|PTN|PRTB|PRP|PR|PRB|PTC|PSDC|PSL|PP; PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PTC|PSDC|PSL|PP|PSC; PSOL|PCdoB|PT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB; PCdoB|PT|PDT|PSB|REDE|PPS|PV|PTB|AVANTE|PMN|PHS|MDB|PSD|PSDB; PCdoB|PT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE; PCdoB|PT|PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PODE; PT|PDT|PSB|REDE|PPS|PV|PTB|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB; PT|PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|MDB|PSD|PSDB; PT|PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PHS|MDB|PSD|PSDB; PT|PDT|PSB|REDE|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB; PT|PDT|PSB|REDE|PPS|PV|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB; PT|PDT|PSB|REDE|PPS|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB; PT|PDT|PSB|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB; PT|PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PODE|PPL|PROS; PDT|PSB|REDE|PPS|PV|PTB|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR; PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR; PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR; PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PPL|PROS|PRP|PR; PDT|PSB|REDE|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR; PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PRP|PR; PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PR; PDT|PSB|REDE|PPS|PV|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR; PDT|PSB|REDE|PPS|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR; PDT|PSB|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR; PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSDB|PODE|PPL|PROS|PRP|PR|PRB; PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PODE|PPL|PROS|PRP|PR|PRB; PSB|REDE|PPS|PV|PTB|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR|PRB; PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR|PRB; PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PPL|PROS|PRP|PR|PRB; PSB|REDE|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR|PRB; PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PRP|PR|PRB; PSB|REDE|PPS|PV|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR|PRB; PSB|REDE|PPS|PTB|AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR|PRB; PSB|REDE|PPS|PV|PTB|AVANTE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR|PRB|PTC; AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PPL|PROS|PRP|PR|PRB|PTC|DC|PSL; AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PRP|PR|PRB|PTC|DC|PSL; AVANTE|SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR|PRB|PTC|DC|NOVO|PP; SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR|PRB|PTC|PSL; SOLIDARIEDADE|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR|PRB|PTC|DC|PSL; SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PROS|PRP|PR|PRB|PTC|DC|PSL; SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PR|PRB|PTC|DC|PSL; SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR|PRB|DC|PSL; SOLIDARIEDADE|PMN|PHS|MDB|PSD|PSDB|PODE|PPL|PROS|PRP|PR|PRB|PTC|DC|NOVO|PP|PSC; PHS|MDB|PSD|PODE|PPL|PROS|PRP|PR|PRB|PTC|DC|PSL|NOVO|PP; AVANTE|MDB|PSDB|PSD|PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO; AVANTE|MDB|PSD|PODE|PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO; MDB|PSDB|PSD|PODE|PTB|PP|REPUBLICANOS|PSC|UNIÃO; MDB|PSDB|PSD|PODE|PROS|PTB|PP|REPUBLICANOS|UNIÃO; MDB|PSDB|PSD|PODE|PROS|PP|REPUBLICANOS|PSC|UNIÃO; MDB|PSDB|PSD|PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA; MDB|PSD|PODE|PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO; PSD|PODE|PROS|PTB|PP|REPUBLICANOS|PSC|PATRIOTA|NOVO|PL; PODE|PROS|PTB|PP|REPUBLICANOS|UNIÃO|PATRIOTA|NOVO|PL; PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|PL; PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO|NOVO|PL; PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO|PL,,"aggregate; filters=(ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing",A_C,3,,three,words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningKOneNegativeWithin,100
