file,line,role,text
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1140,"other draft, report or archived source",result. The within-district component is positive in all five observed cabinet
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1144,"other draft, report or archived source",but offsets a positive \(A_C\) in the other cabinet configurations and three
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1193,"other draft, report or archived source","addition, the vote share of a cabinet or potential coalition is the sum of votes"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1204,"other draft, report or archived source","cabinet composition across legislative terms, comparing those realized party"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1212,"other draft, report or archived source","observed cabinet periods invert: two linked to the 2014 election, two"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1213,"other draft, report or archived source","PSC-inclusive periods linked to 2018, and the initial Lula cabinet linked to"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1221,"other draft, report or archived source","cabinet coalitions are overrepresented, but only five combine that advantage"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1255,"other draft, report or archived source","\textbf{Data availability.} For peer review, the data and replication materials are available in an anonymized repository: \url{https://anonymous.4open.science/r/electoral-inversion-B6B5/README.md}. For final publication, the analysis uses public election data from Brazil's Tribunal Superior Eleitoral and cabinet/party classification inputs documented in the replication repository."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1259,"other draft, report or archived source","\textbf{Ethics approval.} This study uses publicly available aggregate electoral, cabinet, and party-classification data. No new human participants were recruited by the author. "
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1291,"other draft, report or archived source",complete machine-readable output retains both 2018 cabinet periods separately
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1292,"other draft, report or archived source",and includes all five cabinet inversions and all fourteen exact-connected
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1335,"other draft, report or archived source",\section{Cabinet periods and composition}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1338,"other draft, report or archived source",\input{table_appendix_cabinet_composition.tex}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1357,"other draft, report or archived source",\section{Cabinet coalitions and ideological intervals}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1358,"other draft, report or archived source",\label{app:cabinet-interval-bridge}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1365,"other draft, report or archived source",Table \ref{tab:cabinet-interval-bridge} compares observed cabinet coalitions
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1367,"other draft, report or archived source",table keeps two operations separate: cabinet periods are defined from the party
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1368,"other draft, report or archived source","labels observed in the cabinet data, while ideological closures and vote-seat"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1371,"other draft, report or archived source",The connected closure of a cabinet is the smallest no-gap ideological interval
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1372,"other draft, report or archived source",containing all cabinet parties. Gaps are parties inside that closure that are
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1373,"other draft, report or archived source",not members of the cabinet coalition. The final columns report the closest
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1376,"other draft, report or archived source",interval analysis by showing whether realized cabinet coalitions are compact
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1379,"other draft, report or archived source",\input{table_appendix_cabinet_interval_bridge.tex}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1381,"other draft, report or archived source",The first result is that no observed cabinet coalition is itself a contiguous
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1382,"other draft, report or archived source",ideological interval. Every cabinet period has gaps inside its connected closure.
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1383,"other draft, report or archived source","The smallest number of gaps is eight, and several cabinet periods have more than"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1384,"other draft, report or archived source",fifteen. This means that Brazilian cabinet coalitions are not simply connected
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1389,"other draft, report or archived source",This matters for the interpretation of cabinet inversions. The observed cabinet
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1391,"other draft, report or archived source",All connected closures in Table \ref{tab:cabinet-interval-bridge} are
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1392,"other draft, report or archived source","vote-and-seat majorities. The 2016.2 cabinet, for example, has 46.54 percent of"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1396,"other draft, report or archived source",bloc. It comes from a selective cabinet coalition that retains a seat majority
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1399,"other draft, report or archived source",The same logic applies to the more durable Temer-period inversion. The 2017.1
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1400,"other draft, report or archived source","cabinet contains DEM, PMDB, PP, PPS, PSB, PSD, PSDB, and PV. Its connected"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1402,"other draft, report or archived source","observed cabinet has 49.91 percent of the vote and 266 seats, while the full"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1403,"other draft, report or archived source",PSB--DEM closure has 78.42 percent of the vote and 409 seats. The cabinet
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1405,"other draft, report or archived source",center-to-right cabinet coalition located near the connected inversion region
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1410,"other draft, report or archived source",The Dilma coalitions have a different ideological profile from the later
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1411,"other draft, report or archived source","Temer coalitions. They are also sparse, but they are left-anchored. The cabinet"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1412,"other draft, report or archived source","sets before Temer include PT, PCdoB, and PDT while extending to parties such"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1415,"other draft, report or archived source",that are not cabinet members. The impeachment transition changes this structure.
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1419,"other draft, report or archived source","entering are concentrated in the center, right, and far right. The cabinet remains"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1423,"other draft, report or archived source","ideology scale, the average unweighted cabinet ideology rises from the"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1424,"other draft, report or archived source",pre-Temer sequence to the post-impeachment Temer sequence. The transition from
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1425,"other draft, report or archived source",2016.3 to 2016.4 alone increases the unweighted cabinet ideology mean by 1.53
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1427,"other draft, report or archived source",difference between the two sparse coalition types. The pre-Temer coalitions are
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1428,"other draft, report or archived source",left-anchored and broad. The Temer coalitions are center-to-right and broad.
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1432,"other draft, report or archived source",The Bolsonaro-period cabinets provide a domain contrast. They are more
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1434,"other draft, report or archived source",closures are narrower than the 2014 and 2022 closures. The PSC-inclusive
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1435,"other draft, report or archived source",2021.3 and 2022.1 cabinets each have 47.25 percent of the vote and exactly 257
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1440,"other draft, report or archived source","vote and 257 seats. Thus, the 2018 mandate contains observed cabinet inversions"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1447,"other draft, report or archived source","The 2023.1 Lula cabinet returns to a left-anchored structure, but it is not a"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1450,"other draft, report or archived source","parties, and has seventeen gaps. The observed cabinet is an inversion, with"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1455,"other draft, report or archived source",which lies to the right of the cabinet's left anchor.
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1457,"other draft, report or archived source",This comparison is crucial for interpreting the 2022 result. The Lula cabinet is
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1461,"other draft, report or archived source",observed Lula coalition reaches a seat majority through a broad and sparse
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1462,"other draft, report or archived source",cross-ideological cabinet arrangement. The exact-connected interval analysis shows
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1466,"other draft, report or archived source",The two analyses therefore meet at a specific structural point. Cabinet
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1468,"other draft, report or archived source",the seat-vote geometry of ideological blocs. The cabinet-to-interval comparison
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1469,"other draft, report or archived source",shows that realized cabinets may draw on seat asymmetries without being
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1470,"other draft, report or archived source","connected blocs themselves. In 2014, the pre-Temer coalitions are sparse and"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1471,"other draft, report or archived source","left-anchored, while the Temer coalitions are sparse and shifted rightward. In"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1472,"other draft, report or archived source","2018, two right-side cabinets reach exactly 257 seats without a vote majority,"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1474,"other draft, report or archived source","Lula cabinet is a broad realized inversion, while the compact connected"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1475,"other draft, report or archived source",inversion lies on the right. The gap between cabinet coalitions and connected
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/main_rw.tex,1477,"other draft, report or archived source",presidentialism combines sparse cabinet construction with an ideological
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_appendix_cabinet_interval_bridge.tex,6,generated asset,\caption{Cabinet coalitions and ideological intervals}\label{tab:cabinet-interval-bridge}\\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_appendix_cabinet_interval_bridge.tex,8,generated asset,Election & Period & Cabinet & Ideology summary & Span & Gaps & Closure summary & Minimal winning & Minimal inversion \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_appendix_cabinet_interval_bridge.tex,12,generated asset,Election & Period & Cabinet & Ideology summary & Span & Gaps & Closure summary & Minimal winning & Minimal inversion \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_02_cabinet_inversion_tabular.tex,5,generated asset,"2014 & 2016.2 & 2 & 46.54 & 259 & 238.73 & 20.27 & 18.27 & PCdoB, PDT, PMDB, PR, PSD, PT, PTB \\"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_02_cabinet_inversion_tabular.tex,7,generated asset,"2018 & 2021.3/2022.1 & 238 & 47.25 & 257 & 242.38 & 14.62 & 14.62 & DEM, PATRIOTA, PP, PR, PRB, PSC, PSD, PSDB, PSL \\"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_02_cabinet_inversion_tabular.tex,8,generated asset,"2022 & 2023.1 & 255 & 48.89 & 263 & 250.80 & 12.20 & 6.20 & MDB, PCdoB, PDT, PSB, PSD, PSOL, PT, REDE, UNIÃO \\"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/abstract_intro_rewrite.tex,11,"other draft, report or archived source","elections, I follow the party sets represented in presidential cabinets and examine"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/abstract_intro_rewrite.tex,12,"other draft, report or archived source",potential coalitions restricted by ideological proximity. Cabinet inversions appear
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/abstract_intro_rewrite.tex,71,"other draft, report or archived source",which have little political meaning. Realized cabinet coalitions provide the first empirical
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/abstract_intro_rewrite.tex,72,"other draft, report or archived source","domain. Brazilian presidents normally distribute cabinet offices among several parties, and"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/abstract_intro_rewrite.tex,76,"other draft, report or archived source",received by its members in the corresponding election shows when a cabinet coalition held a
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/abstract_intro_rewrite.tex,80,"other draft, report or archived source","Cabinets are politically realized, but they are also selective and may combine parties"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/abstract_intro_rewrite.tex,100,"other draft, report or archived source","cabinet inversions appear in the mandates generated by the 2014, 2018, and 2022 elections."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/abstract_intro_rewrite.tex,115,"other draft, report or archived source","move from party-level deviations to realized cabinet coalitions, ideologically constrained"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_appendix_cabinet_composition.tex,7,generated asset,\caption{Cabinet-period composition and transitions after cabinet-label harmonization and election-year label translation}\label{tab:full-cabinet-composition}\\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_appendix_cabinet_composition.tex,51,generated asset,"2018 & 2021.3/2022.1 & 2021-08-04--2022-03-29 & 238 & 47.25 & 257 & 14.62 & seats only & DEM, PATRIOTA, PP, PR, PRB, PSC, PSD, PSDB, PSL & PP &  \\"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_appendix_cabinet_composition.tex,60,generated asset,"2022 & 2023.1 & 2023-01-01--2023-09-12 & 255 & 48.89 & 263 & 12.20 & seats only & MDB, PCdoB, PDT, PSB, PSD, PSOL, PT, REDE, UNIÃO &  &  \\"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_appendix_cabinet_composition.tex,71,generated asset,"party labels observed in the cabinet data. When a party fusion occurs, the successor party is used to determine whether the cabinet party set changes; it is then expanded into antecedent election parties if the relevant election occurred before the fusion."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_observed_inversion_decomposition.tex,7,generated asset,"2018 & 2021.3/2022.1 & 238 & 47.25 & 257 & 14.624 & 19.069 & -4.445 & DEM, PATRIOTA, PP, PR, PRB, PSC, PSD, PSDB, PSL \\"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_observed_inversion_decomposition.tex,8,generated asset,"2022 & 2023.1 & 255 & 48.89 & 263 & 12.204 & 13.196 & -0.992 & MDB, PCdoB, PDT, PSB, PSD, PSOL, PT, REDE, UNIÃO \\"
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_coalition_party_contributions.tex,12,generated asset,Cabinet 2014/2016.2 & 20.271 & 22.773 & 2.502 & PMDB (8.13); PSD (4.55) & PT (-2.42); PCdoB (-0.08) \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_coalition_party_contributions.tex,13,generated asset,Cabinet 2014/2017.1 & 9.952 & 17.778 & 7.826 & PMDB (8.13); PSD (4.55) & PSDB (-4.43); PV (-2.56) \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_coalition_party_contributions.tex,14,generated asset,Cabinet 2018/2021.3/2022.1 & 14.624 & 27.536 & 12.912 & PP (8.76); PR (5.72) & PSL (-7.70); PATRIOTA (-2.48) \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/table_coalition_party_contributions.tex,15,generated asset,Cabinet 2022/2023.1 & 12.204 & 26.461 & 14.257 & UNIÃO (11.10); PT (6.94) & PSOL (-6.06); PSB (-5.57) \\
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/section3_rewrite.tex,5,"other draft, report or archived source","These national party seat totals enter a presidential system in which governing capacity ordinarily depends on multiparty arrangements. Brazilian coalitional presidentialism links the presidency to combinations of parties formed across cabinet and Congress: ministries are distributed among several parties, and executive--legislative coordination is organized through agreements among them \parencite{abranches1988presidencialismo,figueiredo2000presidential,pereira2004cost}. The Chamber assembled from twenty-seven district elections therefore supplies the parliamentary resources from which governing coalitions are constructed. Once party seats become inputs into coalition formation, the relevant question is how the positive and negative deviations carried by individual parties behave when those parties are combined."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/section3_rewrite.tex,24,"other draft, report or archived source","A fragmented legislature permits an enormous number of mathematically possible party subsets. An unrestricted search would be exhaustive, but it would place politically remote combinations on the same footing as combinations that were realized in government or structured by recognizable political proximity. The coalition space is therefore restricted in two different ways. Observed cabinets identify realized governing party combinations. Ideological connectedness supplies a disciplined domain of potential combinations. The two domains answer different questions and should not be treated as alternative measurements of the same object."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/section3_rewrite.tex,26,"other draft, report or archived source",\subsubsection{Observed cabinet coalitions}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/section3_rewrite.tex,28,"other draft, report or archived source","Cabinet coalitions are substantively meaningful because Brazilian presidents ordinarily govern through multiparty arrangements. Cabinet participation records a party combination that was not merely arithmetically possible but institutionally realized in executive government \parencite{abranches1988presidencialismo,figueiredo2000presidential,pereira2004cost}. The relevant representational question is whether the members of the party set holding ministries collectively possessed a Chamber majority despite receiving less than half of the valid federal-deputy vote in the election that produced that legislature."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/section3_rewrite.tex,30,"other draft, report or archived source","This domain must be followed across the legislative term rather than fixed at inauguration. Coalitional presidentialism is dynamic: parties enter and leave the government, changing the set represented in cabinet while the underlying election-year vote and seat distribution remains fixed. These transitions generate successive realized combinations of the same party-level differentials. Cabinet participation is used only to delimit those observable governing party sets. It is not treated as a direct vote for a coalition, as an exact measure of legislative voting support, or as evidence that every cabinet party contributes uniformly to congressional coordination."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/section3_rewrite.tex,34,"other draft, report or archived source","Observed cabinets reveal which combinations entered government, but they cover only a small portion of the majority configurations permitted by the legislature. A systematic analysis of potential coalitional majorities therefore requires a larger domain. Unrestricted enumeration is politically weak, however, because it treats combinations spanning distant parts of the party system as equivalent to combinations whose members occupy a common ideological region. Ideological proximity supplies a theoretically grounded restriction on the coalition space."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/section3_rewrite.tex,36,"other draft, report or archived source","Axelrod's connected-coalition criterion provides the baseline restriction: the members of an admissible coalition occupy a contiguous interval in an ideological ordering \parencite{axelrod1970conflict}. Connectedness is not used as a literal model of Brazilian cabinet formation, and it does not imply that ideology predicts which government will form. It provides a conventional way to convert the full combinatorial space into a domain of politically interpretable potential coalitions. Exact connectedness is the baseline because it imposes that restriction in its clearest form."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/section3_rewrite.tex,40,"other draft, report or archived source","Exact connectedness is deliberately restrictive. Party locations are estimated rather than known with exact precision, and admissibility can turn on whether a single intermediate party is included. The one-gap domain therefore relaxes the baseline by allowing one party inside the coalition's ideological span to be omitted. This is a narrow robustness test of the no-gap restriction, not a third coalition domain, a behavioral theory of coalition formation, or an unrestricted search. The progression is from realized cabinets to structured potential coalitions and then to a minimal relaxation of the ideological constraint."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/section3_rewrite.tex,138,"other draft, report or archived source","The empirical construction follows the objects defined above. Election records supply party votes and seats, cabinet records delimit realized coalitions, and party classifications delimit the ideologically constrained potential-coalition domain. Each resulting party set is evaluated by its national vote share, seat total, proportional quota, seat differential, representation ratio, and inversion status."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/section3_rewrite.tex,144,"other draft, report or archived source","Party labels and electoral allocation units are not identical in every election. In 2014 and 2018, many district seats emerged from joint open lists formed by proportional electoral coalitions. The elected deputies are subsequently attributed to their member parties, allowing national party vote totals, seat totals, quotas, and differentials to be constructed even though the member parties did not receive separate within-coalition seat allocations. In 2022, federations pooled member-party votes and candidates for electoral allocation. Member-party vote and seat totals are retained because cabinet participation and ideological classifications are observed at the party level. Section~\ref{sec:brazil-system} supplies the institutional details; here the distinction serves only to connect the electoral records to the party-level quantities used in the coalition analysis."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/section3_rewrite.tex,146,"other draft, report or archived source",\subsubsection{Cabinet coalitions}
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/section3_rewrite.tex,148,"other draft, report or archived source","Cabinet composition is reconstructed from the Brazilian Wikipedia cabinet-member lists for the Dilma Rousseff, Michel Temer, Jair Bolsonaro, and Lula III administrations. The appointment records identify the office, incumbent, party label, entry date, and exit date. A cabinet period is defined as an interval during which the set of parties holding ministries or ministry-level offices remains unchanged. A party's entry or exit begins a new period, even when the corresponding election-year vote and seat vector remains the same."
reports/cabinet_chronology_implementation/preservation/files/writing/submission_inversions_review/manuscript/section3_rewrite.tex,150,"other draft, report or archived source","The 2014 election is linked to cabinet periods from January 1, 2015 through December 31, 2018; the 2018 election to periods from January 1, 2019 through December 31, 2022; and the 2022 election to the observed Lula III period from January 1, 2023 through March 19, 2026. Cabinet labels are harmonized and translated to the party labels used in the election that produced the corresponding Chamber delegation. Coalition votes and seats are then obtained by summing the election-year party totals for the cabinet party set. One-to-one renames, party fusions, and the complete translation tables remain documented in the replication materials.\footnote{Further implementation details are available in the replication repository: \url{https://anonymous.4open.science/r/electoral-inversion-B6B5/README.md}.}"
processing/Processing/psc_baseline_repair/pre_repair/paper/latex/table_appendix_cabinet_interval_bridge.tex,6,generated asset,\caption{Cabinet coalitions and ideological intervals}\label{tab:cabinet-interval-bridge}\\
processing/Processing/psc_baseline_repair/pre_repair/paper/latex/table_appendix_cabinet_interval_bridge.tex,8,generated asset,Election & Period & Cabinet & Ideology summary & Span & Gaps & Closure summary & Minimal winning & Minimal inversion \\
processing/Processing/psc_baseline_repair/pre_repair/paper/latex/table_appendix_cabinet_interval_bridge.tex,12,generated asset,Election & Period & Cabinet & Ideology summary & Span & Gaps & Closure summary & Minimal winning & Minimal inversion \\
processing/Processing/psc_baseline_repair/pre_repair/paper/latex/table_02_cabinet_inversion_tabular.tex,5,generated asset,"2014 & 2016.2 & 2 & 46.54 & 259 & 238.73 & 20.27 & 18.27 & PCdoB, PDT, PMDB, PR, PSD, PT, PTB \\"
processing/Processing/psc_baseline_repair/pre_repair/paper/latex/table_02_cabinet_inversion_tabular.tex,7,generated asset,"2022 & 2023.1 & 255 & 48.89 & 263 & 250.80 & 12.20 & 6.20 & MDB, PCdoB, PDT, PSB, PSD, PSOL, PT, REDE, UNIÃO \\"
processing/Processing/output/decomposition/latex/table_accounting_focal_cases.tex,11,generated asset,"Cabinet & Cabinet 2014/2016.3 & 46.54 & 259 & 20.271 & 15.742 & 4.529 & A+, B+ \\"
processing/Processing/output/decomposition/latex/table_accounting_focal_cases.tex,12,generated asset,"Cabinet & Cabinet 2022/2023.1 & 48.89 & 263 & 12.204 & 13.196 & -0.992 & A+, B- \\"
processing/Processing/output/decomposition/latex/table_accounting_focal_cases.tex,20,generated asset,"\footnotesize Notes: Cabinet rows include every identified period satisfying the inversion criterion; recurring vectors retain their period identities. The ideological rows are focal endpoint-minimal cases; all minimal connected ideological inversions are reported in Table~\ref{tab:minimal-intervals}. The identities are descriptive, not causal."
processing/Processing/output/decomposition/latex/table_observed_inversion_decomposition.tex,6,generated asset,"2022 & 2023.1 & 255 & 48.89 & 263 & 12.204 & 13.196 & -0.992 & MDB, PCdoB, PDT, PSB, PSD, PSOL, PT, REDE, UNIÃO \\"
processing/Processing/output/decomposition/latex/table_observed_inversion_decomposition.tex,9,generated asset,\par\smallskip{\footnotesize V5 primary analytical periods. 2016.3: 5 established and 0 provisional days; 2023.1: 255 established and 0 provisional days.}
processing/Processing/output/decomposition/latex/table_coalition_party_contributions.tex,12,generated asset,Cabinet 2014/2016.3 & 20.271 & 22.773 & 2.502 & PMDB (8.13); PSD (4.55) & PT (-2.42); PCdoB (-0.08) \\
processing/Processing/output/decomposition/latex/table_coalition_party_contributions.tex,13,generated asset,Cabinet 2022/2023.1 & 12.204 & 26.461 & 14.257 & UNIÃO (11.10); PT (6.94) & PSOL (-6.06); PSB (-5.57) \\
processing/Processing/output/decomposition/latex/report/generated_interpretation.tex,1,"other draft, report or archived source",The complete accounting base contains \textbf{2673} party--district cells. The linked inversion registry contains \textbf{2} observed cabinet cases and \textbf{12} ideological-interval cases.
processing/Processing/output/decomposition/latex/report/generated_interpretation.tex,2,"other draft, report or archived source","All 2 cabinet cases have positive \(A_C\). In 1 of 2, negative \(B_C\) offsets part of that within-district accounting advantage; in the remaining 1, the two components reinforce one another."
processing/Processing/output/decomposition/latex/report/generated_interpretation.tex,10,"other draft, report or archived source",\item[\textbf{Cabinet 2014/2016.3}]
processing/Processing/output/decomposition/latex/report/generated_interpretation.tex,12,"other draft, report or archived source",\item[\textbf{Cabinet 2022/2023.1}]
processing/Processing/output/decomposition/latex/report/table_case_party_district_extremes.tex,21,generated asset,cabinet & 2014 & 2016.3 & a\_id & PSD & RJ & 2.56 & PT & PE & -2.15 \\
processing/Processing/output/decomposition/latex/report/table_case_party_district_extremes.tex,22,generated asset,cabinet & 2014 & 2016.3 & b\_id & PT & AC & 1.44 & PT & SP & -5.85 \\
processing/Processing/output/decomposition/latex/report/table_case_party_district_extremes.tex,23,generated asset,cabinet & 2014 & 2016.3 & d\_id & PSD & RJ & 2.97 & PT & SP & -5.58 \\
processing/Processing/output/decomposition/latex/report/table_case_party_district_extremes.tex,24,generated asset,cabinet & 2022 & 2023.1 & a\_id & MDB & PA & 3.29 & PSOL & SP & -0.96 \\
